snackliking1,snackliking2,snackliking3,snackliking4,snackliking5,snackliking6,snackliking7,snackliking8,snackliking9,snackliking10,snackliking11,snackliking12,snackliking13,snackliking14,snackliking15,snackliking16,snackliking17,snackliking18,snackliking19,snackliking20,filler1,filler2,preferredsnack,filler3,filler4,CONDITION,ChoiceDV,Surprise,age,gender,gender.r,gender_3_TEXT
3.89,2.79,2.42,2.49,3.49,3.59,3.56,3.36,3.49,2.36,3.26,3.36,2.36,2.36,3.62,4.36,3.42,1.56,0.29,3.49,Twinkies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,2,0,5,20,Male,1,
2.57,4.67,4.77,4.63,4.9,4.83,4.57,3.33,2.3,3.97,4.33,4.83,4.7,3.33,4.63,3.57,4.63,0.27,1.43,4.6,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,2,0,,19,Male,1,
2.5,3.47,3.5,1.53,1.5,4.3,1.43,0.87,0.9,0.97,4.87,3.47,1.93,4.87,3.5,3.5,3.5,1.83,0.87,0.93,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,2,0,,19,Female,0,
2.82,2.85,2.42,1.75,3.52,0.55,1.42,2.88,3.75,3.52,3.32,3.85,3.52,3.58,1.42,3.55,3.75,1.38,2.88,3.38,Jelly Bellies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,2,0,,19,Male,1,
3.47,0.83,2.77,3.47,0.37,1.63,3.9,2.1,1.9,1.43,3.47,3.97,1.9,2.6,0.47,4.33,4.87,2.37,0.4,2.87,Twinkies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,2,0,,20,Female,0,
3,4,5,2.5,2.5,1,5,5,5,3,5,5,1,3,2,4,5,0,0,5,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,2,0,,18,Female,0,
5,5,4.92,4.85,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Jelly Bellies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,2,0,,19,Female,0,
0.98,3.82,4.82,2.38,2.45,2.88,3.88,4.82,2.82,4.82,2.78,2.78,3.82,3.72,2.78,3.88,4.78,2.68,0.88,4.92,Twinkies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,2,0,,19,Male,1,
0.9,4.83,3.93,2.93,1.97,1.07,2.5,2.47,2.07,1.93,1.07,4.07,2.87,2.97,0,3.03,3.43,0,0,3.57,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,2,0,,19,Female,0,
5,2.98,5,3.98,3.98,3.92,3.98,5,4.95,2.95,3.52,4.52,3.45,4.02,1.15,3.68,3.65,0,3.85,3.98,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,2,0,,18,Female,0,
0,4.02,3.72,4.28,3.52,0,4.25,4.25,0,0,4.32,4.48,3.58,3.65,1.98,4.05,4.38,0,4.48,4.05,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,2,0,,19,Male,1,
1.27,4.97,3.43,4.87,1.47,3.33,2.07,1.23,4.93,1.47,4.53,2.6,2.4,3.27,2.73,4.87,4.93,1.5,1.6,1.57,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,2,0,,21,Female,0,
0,3.52,3.42,1.58,1.45,0.65,3.55,3.68,3.32,3.55,4.55,2.38,2.58,3.62,0.55,4.85,4.72,0.55,0.48,4.65,Twinkies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,2,0,,18,Female,0,
2.5,4.23,4.37,3.4,0.47,0.47,2,4.1,1.87,0.47,4.97,0.13,0.17,3.47,0.37,4.87,4.27,0.17,0.2,4.43,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,2,0,2,19,Male,1,
2.9,3.74,2.74,1.64,0.44,1.7,0.2,4.47,0.34,3.7,4.4,3.5,1.8,2.1,1.14,3.47,2.5,0,0.17,3.07,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,2,0,1,21,Female,0,
0.68,2.52,2.55,2.88,3.35,2.32,2.42,3.58,1.38,0.48,2.45,1.45,2.32,3.38,3.58,3.65,2.32,0.15,4.42,1.38,Jelly Bellies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,2,0,3,19,Male,1,
4.43,4.6,4.57,4.67,4.47,4.37,4.23,4.37,4.53,3.63,2.7,3.33,2.57,3.43,3.53,4.77,4.73,3.4,3.43,4.57,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,2,0,3,19,Male,1,
1.44,2.97,2.87,1.64,1.47,1.74,5,2.67,4.57,3.64,3.24,4.2,2.07,4.67,3.7,3.4,4.27,4.97,4,3.5,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,2,0,1,21,Male,1,
3.02,1.85,4.95,1.82,3.65,1.48,1.38,4.88,4.85,4.92,4.82,3.55,3.92,4.02,1.28,2.75,2.55,1.48,1.52,4.88,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,2,0,2,19,Female,0,
0.52,4.62,4.18,0.52,3.68,0.45,1.78,4.58,0.52,0.38,4.45,4.92,4.15,1.55,0.15,4.52,4.62,3.82,0.58,4.12,Twinkies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,2,0,3,19,Male,1,
2.5,2.3,2.8,2.4,3.37,3.5,3.37,2.63,3.97,2.37,0.03,2.5,1.63,3.27,2.93,1.33,3,0.03,2.03,0.33,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,2,0,2,21,Female,0,
4.32,1.88,1.58,3.48,4.48,1.12,3.52,2.55,4.52,2.32,3.58,3.52,2.55,3.65,3.98,2.82,2.88,0.28,0.62,3.98,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,2,0,2,19,Male,1,
0.02,3.45,0.85,0.05,0.08,1.45,2.52,3.45,0.02,1.55,2.48,3.02,0.38,1.55,0.18,3.52,3.75,0.98,0.18,1.55,Twinkies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,2,0,5,20,Female,0,
0.97,3.23,3.23,1.77,1.43,1.9,3.93,2.33,3.93,4.4,3.9,0.9,0.87,4.87,0.13,3.83,2.9,0.13,0.2,4.5,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,2,0,5,21,Female,0,
2.73,3.6,4.67,4.77,1.53,1.47,2.93,3.87,2.73,1.47,2.13,4.97,2.47,2.47,0.8,3.93,3.93,3.33,0.53,4.97,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,2,0,2,21,Female,0,
3.48,4.98,3.65,4.82,3.52,3.45,4.45,3.15,1.35,3.65,3.08,2.68,1.38,4.78,0.72,2.42,4.92,0.48,2.38,4.25,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,2,0,3,18,Female,0,
2.65,1.48,3.12,1.48,1.28,0.38,1.52,2.58,2.95,2.58,3.82,3.92,1.82,2.02,1.85,4.72,3.48,4.78,1.15,3.55,Twinkies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,2,0,3,19,Female,0,
4.49,3.35,3.62,4.45,4.35,1.32,3.62,3.82,4.42,3.89,2.65,3.69,1.49,4.42,0.69,3.49,4.49,2.39,2.49,3.79,Twinkies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,2,0,2,20,Male,1,
2.5,1.53,2.5,0.53,0.4,1.47,1.5,2.47,0.5,2.43,1.53,1.47,1.43,4.37,1.33,3.03,3.7,1.57,0.47,3.63,Twinkies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,2,0,3,21,Male,1,
3.53,4,4.5,2.83,2.5,4,3.03,3.9,1.5,2.97,4.93,2.93,1.1,3.53,0.6,3.87,3.97,1.47,3,4.53,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,2,0,3,20,Female,0,
3.97,3.93,3,1.97,2.5,3.37,3.4,3.97,2.1,1.5,4.07,3.9,3.4,3.5,1.97,3.03,3.9,2.53,1.9,3.4,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,2,0,2,19,Male,1,
2,3.9,2.97,3.97,4.87,0.5,1.97,0.9,4.83,3.97,4.03,4,1.07,1.93,2.03,4.93,3.93,0.6,0.57,1.17,Twinkies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,2,0,3,19,Female,0,
0.7,3.5,2.8,2.3,4.43,0.87,0.8,3.5,3.57,3.8,0.8,2.43,1.97,4.5,0.47,4.8,3.77,0.83,0.83,2.87,Jelly Bellies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,2,0,3,20,Male,1,
2.44,4.5,2.77,2.77,1.44,2.64,3.6,3.9,2.84,2.7,3.8,4,4.1,5,1.67,3.6,2.94,0.47,0.6,3.7,Jelly Bellies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,2,0,5,19,Female,0,
3.07,4,2.77,2.84,3.97,1,1.77,1,3.3,1.07,5,5,3.5,3.57,1.07,3.5,5,1.07,2.54,4.04,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,2,0,4,20,Male,1,
0.87,3.5,4.37,1.47,2.57,1.8,2.03,3.23,4.6,3.9,2.63,3.03,3.33,4.2,2.53,2.3,2.87,3.5,4.63,3.9,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,2,0,3,20,Male,1,
2,3.53,3,2.9,2.9,2.87,1.93,4.9,2.63,3.77,3.87,4.9,3.53,4.53,1.53,2,3.93,2,2,2.5,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,2,0,2,18,Male,1,
4.77,4.6,4.93,2.57,1.6,4.73,4.83,4.73,4.67,4.57,4.8,4.8,2.3,4.67,0.43,4.77,4.6,0,0.33,0.2,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,2,0,2,20,Female,0,
1.01,3.88,3.95,3.55,1.81,1.95,1.91,2.45,2.35,1.55,4.81,3.95,0.91,2.88,1.55,4.91,4.81,3.41,1.95,2.95,Twinkies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,2,0,4,18,Female,0,
3.6,3.4,3.83,0.4,2.47,1.33,0.8,2.5,2.23,3.47,3.33,4.37,3.47,2.37,1.73,3.37,3.27,0.57,0.67,1.5,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,2,0,2,21,Male,1,
0.13,4.43,3.43,0.2,0.17,0.13,4.33,1.53,0.17,0.23,4.5,0.23,0.23,4.53,0.23,4.57,3.33,0.57,0.2,1.5,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,2,0,4,20,Female,0,
0.17,3.67,3.77,0.4,5,0,0.17,2.47,0.43,0.33,5,3.77,0.63,0.67,0.4,4,3.37,0.6,0.9,3.83,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,2,0,3,20,Female,0,
3.85,3.95,3.52,2.68,3.12,1.68,2.85,3.88,3.98,4.32,4.38,3.52,2.55,4.42,2.48,3.68,3.58,3.05,2.92,3.62,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,2,0,3,19,Male,1,
5,5,5,5,5,5,5,5,5,5,3.87,3.2,3.17,3.3,3.6,3.67,3.6,3.6,3.33,3.63,Twinkies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,2,0,4,20,Female,0,
1,2,5,2,2,3,5,3,1,1,2,3,2,3,1,4,5,2,1,5,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,2,0,1,21,Female,0,
3.4,2.97,3.73,0.47,1.67,0.07,1.83,4,0.53,0.73,3.3,3.53,2.73,2.3,1.4,4.53,4.27,2.33,1.97,3.77,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,2,0,4,22,Male,1,
4,4.07,4.47,4.9,2.67,1.9,2.9,3.97,0.7,3.53,4.63,4.97,4.57,4.8,4.13,4.47,4.93,3.5,1.93,4.63,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,2,0,3,23,Male,1,
3.53,1.57,2.8,1.93,1.77,2.47,3.33,3.47,1.6,3.37,1.93,2.27,2.27,2.8,1.43,2,3.6,0.27,2.27,2.3,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,2,0,4,19,Male,1,
2.67,5,3.53,4.87,3.73,4.8,1.53,2.3,4.87,2.93,4.37,2.5,0.17,2.33,3.37,3.6,3.47,0.6,0.4,3.7,Twinkies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,2,0,4,19,Female,0,
0.69,4.49,4.42,0.56,3.86,0.49,1.49,0.46,0.52,0.46,0.49,0.56,0.56,0.56,0.46,3.96,3.82,0.49,0.52,0.49,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,2,0,4,21,Female,0,
0,2.7,1.4,0.73,3.47,1.53,1.5,4.5,0.5,0.5,4.83,2.83,2.83,1.77,0.57,4.5,4.47,1.53,0.03,4.87,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,2,0,3,22,Male,1,
0.5,3.27,3.57,2.5,3.43,3.57,3.83,4.3,2.8,0.7,3.37,4.5,3.47,4.63,0.7,3.63,4.7,1.23,1.27,2.83,Twinkies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,2,0,2,20,Male,1,
3.27,3.53,3.97,2.8,2.03,1.8,3,2.97,1.83,3.43,1.9,3.67,3.63,3.47,0.63,4.57,2.67,0.33,0.73,3.63,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,2,0,3,20,Female,0,
4.85,2.52,3.98,1.18,2.92,2.58,0.85,3.52,2.22,3.32,1.25,4.42,3.75,3.68,1.65,2.72,2.68,2.35,4.68,3.32,Twinkies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,2,0,,20,Male,1,
4.7,4.7,3.43,3.53,4.57,3.43,0.9,3.23,3.7,2.03,3.57,3.77,3.77,3.37,2.1,4.53,4.73,4.7,4.53,4.53,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,2,1,,18,Non-Binary,2,
2.4,3.53,3.67,2.33,1.47,1.6,2.63,3.53,1.43,2.37,3.53,3.97,3.57,3.83,1.77,4.43,4.47,3.5,0.7,4.3,Twinkies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,2,1,3,26,Male,1,
3.83,4.8,3.97,3.87,4.57,4.87,4.7,4.47,4.77,4.47,4.77,4.7,4.23,4.73,4.57,4.37,3.4,3.5,2.67,2.4,Twinkies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,2,1,,22,Male,1,
3.65,3.65,2.18,4.65,3.42,3.42,4.72,4.82,4.88,4.52,4.55,4.55,3.32,4.65,4.45,3.35,4.42,0.78,0.85,4.48,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,2,1,,20,Male,1,
0.35,2.35,1.45,5,2.55,0.15,0.05,0.45,0.21,3.28,0.05,0.25,0.38,0.51,0.41,0.35,5,0,5,5,Jelly Bellies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,2,1,,18,Male,1,
3.72,2.75,3.98,2.62,1.45,1.45,4.02,3.72,3.78,2.88,4.18,3.55,1.52,3.92,2.55,3.65,3.58,1.62,0.68,4.78,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,2,1,,21,Male,1,
1.02,3.88,4.75,4.78,4.68,1.52,2.05,2.52,4.45,1.35,1.42,4.65,4.68,4.75,1.45,3.82,3.82,3.55,2.85,3.85,Twinkies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,2,1,,22,Male,1,
3.3,4.87,3.57,1.63,4.47,0.4,0.37,3.47,3.7,3.03,2.2,4,1.47,1.47,1.7,4.73,4.53,0.4,0.57,4.27,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,2,1,,19,Male,1,
3.53,3.47,3.53,2.53,1.7,2.57,1,2.73,3.87,2.83,4.9,2.53,2.83,1.9,1.87,3.73,4.97,1.8,0.9,0.87,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,2,1,,20,Male,1,
4.52,1.55,3.58,4.82,2.38,0.22,3.25,4.82,0.78,0.15,4.88,5,0.98,3.72,0.18,4.82,4.82,3.88,0,4.02,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,2,1,,19,Female,0,
0.57,4.17,3.47,0.47,3.67,0.47,3.74,3.37,0.37,0.57,3.47,3.51,3.47,0.44,0.51,4.71,4.64,0.51,0.34,0.71,Jelly Bellies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,2,1,3,23,Male,1,
0.27,4.03,2.93,1.03,1.93,0.33,0.3,3.5,0.3,0.3,4.77,4.83,2.87,1.93,0.9,3.97,4.03,0.13,0.13,3.47,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,2,1,2,19,Male,1,
1.5,4.67,2.8,3.6,3.5,1.7,1.9,4,3.73,4.2,3.73,3.6,3.37,2.5,2.97,4.6,3.9,3.33,1.8,2.67,Twinkies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,2,1,3,20,Female,0,
0,4.52,1.52,0,0,0,1.82,3.82,0.16,0.09,5,3.49,1.46,2.92,0,5,3.06,2.79,0,5,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,2,1,4,19,Male,1,
1.67,3.97,4.37,4.5,3.47,1.37,2.43,4.9,4.6,2.43,4.97,4.33,2.6,4.97,4.33,4.63,4.8,2.5,2.4,4.47,Twinkies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,2,1,3,20,Male,1,
0.33,4,4,4,4,2,3,3,5,5,5,5,4.97,5,2,5,5,3,2,3,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,2,1,1,19,Male,1,
2.4,3.57,1.5,4.43,3.4,2.57,1.57,2.53,3.7,1.73,4.5,3.5,3.93,3.97,3.53,3.47,3.5,1.53,1.6,4.87,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,2,1,3,19,Male,1,
3.72,4.48,3.52,4.92,1.52,3.48,4.78,4.85,4.95,4.72,4.98,4.78,3.52,3.98,1.25,4.92,4.88,1.48,1.78,4.85,Jelly Bellies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,2,1,5,19,Female,0,
1,5,5,4,0,2,2,2.5,3,1,3.5,3.5,2,4,3,4,4.5,3,0.5,5,Twinkies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,2,1,4,19,Female,0,
3.7,3.57,3.67,3.47,4.9,0.9,2.57,3.77,4.53,2.9,4.77,4.63,1.03,4.3,2.3,3.97,2.1,0.4,4.17,4.97,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,2,1,4,20,Female,0,
3.43,5,2.5,4.03,2.37,2.93,4.57,4.57,4.97,2.27,2.33,4.47,1.53,3.5,2.37,5,3.5,1.5,1.47,4.6,Twinkies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,2,1,4,20,Male,1,
4,2.5,3.63,5,4.4,4.53,3.5,5,5,3.33,5,5,5,3.37,2.47,5,5,3.4,1.47,5,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,2,1,2,19,Female,0,
4.42,3.55,3.72,3.92,3.32,2.52,3.48,4.62,2.75,4.12,4.62,4.35,3.68,4.25,4.58,4.55,4.52,0.72,2.08,4.75,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,2,1,4,20,Female,0,
2.5,4.57,4.67,2.83,4.67,1.7,0.7,0.63,0.4,0.6,4.93,4.73,1.4,3.33,1.63,0.53,4.73,0.47,4.6,4.6,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,3,0,4,21,Female,0,
3.25,4.48,3.68,3.02,4.55,4.12,1.72,3.28,4.58,4.45,2.48,3.18,4.18,2.38,3.38,3.85,3.38,3.38,4.42,4.55,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,3,0,5,20,Male,1,
2.5,3.87,2.53,2.97,2.43,2.47,1.73,4.77,4.87,0.13,4.93,4.07,3.43,3.07,0.5,4.97,4.5,1.5,0.5,4.9,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,3,0,4,18,Male,1,
2.5,5,4,2.5,2.5,2.87,4.07,2.9,3.93,3.47,3.57,3.57,3.93,4.9,0.87,5,4.87,2,1.9,5,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,3,0,4,20,Female,0,
0.27,3.83,3.87,3.93,4.4,1.53,2.43,3.9,4.5,2.43,3.43,3.97,3.53,4.53,3.23,3.77,4.67,0.47,0.3,4.67,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,3,0,4,19,Female,0,
4.02,4.22,4.38,4.57,4.75,4.74,3.94,3.77,4.62,4.5,4.5,4.18,4.51,4.37,4.29,3.71,3.85,3.35,3.98,3.46,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,3,0,4,22,Male,1,
4.72,4.12,4.42,4.28,1.35,2.52,1.78,4.18,1.85,1.42,3.52,3.38,1.42,3.55,1.68,3.58,3.68,0.55,0.62,3.48,Twinkies,Kit Kat,Snickers,Lays Chips,Fruit Roll-Ups,3,0,2,21,Male,1,
1,4.17,4.23,2.73,3.93,2.9,4.17,3,3.77,4.03,4.3,3.43,2.47,4.13,2.1,3.53,3.73,2.9,1,1.47,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,3,0,3,19,Male,1,
0.53,3,4.57,0.53,1.83,0.47,2.57,2.5,0.5,0.53,1.5,1.87,3,2,0.53,4.53,3.7,0.6,1.5,3.57,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,3,0,4,20,Female,0,
2.13,3.53,3.93,4.5,4.26,0.6,4.53,4.23,4,2.63,3.96,3.63,3.33,4.13,1.56,3.46,4.36,2.96,2,3.6,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,3,0,3,20,Male,1,
1.53,3.67,2.63,3.53,3.73,1.47,2.4,4.57,3.5,2.4,3.53,3.47,2.4,3.3,3.57,3.53,4.4,1.43,3.43,3.67,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,3,0,3,20,Male,1,
2,5,2.5,4,3,4,3.03,4,5,1.9,5,5,3.87,4,4.03,3.93,5,0,3.87,5,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,3,0,2,21,Female,0,
4.5,3.5,4.43,1.17,2.9,0.3,3.17,3.93,3.23,1.53,0.3,3.37,1.3,3.53,1.27,4.5,3.6,2.53,0.3,4.5,Twinkies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,3,0,2,22,Male,1,
1.8,2.43,3.3,2.5,2.63,2.53,0.57,3.23,2.43,2.33,3.53,4.5,3.4,4.5,2.4,4.7,3.67,0.4,0.43,1.73,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,3,0,4,22,Male,1,
4.46,2.59,4.39,1.36,2.82,0,2.49,1.76,3.56,2.69,4.22,4.39,0.32,3.42,1.69,3.29,0.52,0.06,0,4.79,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Haribo Gummy Bears,3,0,3,26,Female,0,
0.53,2.83,1.73,3.43,1.6,0.6,2.83,1.2,0.43,0.33,0.4,4.5,3.33,3.9,0.3,3.5,3.7,0.27,1.73,0.77,Twinkies,Kit Kat,Snickers,Doritos,Fruit Roll-Ups,3,0,2,21,Male,1,
0.07,0.73,0.23,0.03,0.27,0.2,0.2,0.13,0.2,0.23,0.97,0.9,0.23,0.53,0.2,1.97,1,0.1,0.27,0.1,Twinkies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,3,0,3,19,Female,0,
0.48,0.85,0.72,0.55,0.62,0.48,2.55,1.65,0.38,2.72,0.52,1.55,0.38,0.42,1.58,2.52,1.48,2.45,0.52,2.42,Twinkies,Kit Kat,Snickers,Doritos,Haribo Gummy Bears,3,0,3,22,Male,1,
0,0.58,0,0.51,1.38,0,0,0,1.78,0.91,0,0,0,0.81,0,1.71,0,0,0,0,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,3,0,3,18,Female,0,
1.8,1.83,4.93,3.63,3.6,3.6,4.63,4.87,3.63,3.67,4.53,3.63,0.73,3.5,0.43,4.8,4.8,0.53,0.13,4.83,Twinkies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,3,0,4,19,Female,0,
0.7,4.63,0.73,0.93,0.8,2.7,2.83,1.3,0.7,0.8,1.8,3.67,1.67,4.7,1.43,1.3,3.3,2.4,3.8,2.73,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,3,0,4,20,Female,0,
2.48,0.88,1.78,3.85,3.98,3.78,1.48,2.55,2.52,3.95,2.88,2.82,0.98,1.85,1.82,0.48,2.85,0.22,0.18,2.95,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,3,0,4,20,Female,0,
4.32,3.02,3.26,4.29,4.42,4.36,4.16,4.62,4.76,4.62,4.12,4.66,3.09,3.59,2.62,4.26,2.49,3.62,4.49,3.69,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Haribo Gummy Bears,3,0,4,21,Male,1,
4.08,2.32,1.42,0.92,0.42,2.38,0.12,2.78,2.45,3.92,3.78,3.05,2.05,3.08,0.45,1.45,3.12,0.48,1.92,1.45,Jelly Bellies,Reese's Peanut Butter Cups,Snickers,Doritos,Fruit Roll-Ups,3,0,3,20,Male,1,
1.55,2.72,3.78,2.78,1.55,2.48,1.82,3.85,1.68,2.72,4.82,3.85,1.95,3.42,1.82,2.88,3.68,2.18,1.38,2.55,Twinkies,Reese's Peanut Butter Cups,Snickers,Lays Chips,Fruit Roll-Ups,3,0,3,20,Male,1,
4.25,0.35,2.45,0.18,2.52,0.38,1.85,1.78,1.02,0.35,0.38,2.55,0.32,1.42,0.22,2.05,0.22,0.28,0.25,2.72,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,3,0,4,23,Female,0,
3.35,3.38,3.72,3.45,3.45,3.28,2.18,2.45,2.45,2.65,2.65,2.88,2.88,2.82,4.08,2.82,2.88,2.82,2.82,3.95,Jelly Bellies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,3,0,4,21,Female,0,
0.13,0.17,4.03,0.2,0.13,0.17,4,0.13,0.1,1.97,0.1,2.03,0.07,0.1,0.03,4,4.03,0.03,0.03,0.07,Twinkies,Kit Kat,Snickers,Lays Chips,Haribo Gummy Bears,3,0,2,21,Male,1,
